"row.names" "chrom" "begin" "end" "count_rpt" "length_rpt" "count_SINE" "length_SINE" "count_DNA" "length_DNA" "count_TcM" "length_TcM" "count_LINE" "length_LINE" "count_LTR" "length_LTR" "count_nonLTR" "length_nonLTR" "count_simple" "length_simple" "count_gene" "length_gene" "count_gene_ex" "length_gene_ex" "chr_type" "gene_ex_bin"
"737" "73" "LR999928.1" 7300000 7400000 82 7504 8 1389 3 484 0 0 4 691 4 245 6 710 34 1485 4 6537 0 0 "Autosome" "0"
"738" "74" "LR999928.1" 7400000 7500000 82 11858 6 1044 9 2341 2 401 4 1649 0 0 7 3712 38 1606 8 16603 0 0 "Autosome" "0"
"739" "75" "LR999928.1" 7500000 7600000 103 20015 19 4217 7 2231 0 0 8 2684 0 0 8 7292 32 1171 1 10560 0 0 "Autosome" "0"
"740" "76" "LR999928.1" 7600000 7700000 111 13142 15 3094 8 1265 1 540 8 1463 0 0 10 1667 30 1286 4 17064 0 0 "Autosome" "0"
"741" "77" "LR999928.1" 7700000 7800000 103 9043 9 1770 10 860 0 0 2 131 1 162 3 317 33 1494 4 28411 0 0 "Autosome" "0"
"742" "78" "LR999928.1" 7800000 7900000 122 22313 10 2235 14 3880 2 464 7 4201 0 0 8 4474 35 1487 6 40500 0 0 "Autosome" "0"
"743" "79" "LR999928.1" 7900000 8e+06 85 8728 18 3437 4 843 1 540 1 37 0 0 10 1138 21 997 5 16922 0 0 "Autosome" "0"
"744" "80" "LR999928.1" 8e+06 8100000 137 21912 14 2693 20 5385 2 361 4 950 2 159 12 5160 37 1577 8 65639 0 0 "Autosome" "0"
"745" "81" "LR999928.1" 8100000 8200000 107 16912 18 3443 5 432 0 0 6 703 1 99 19 7269 24 932 2 3091 0 0 "Autosome" "0"
"746" "82" "LR999928.1" 8200000 8300000 108 12805 16 2854 8 2926 0 0 3 727 0 0 5 897 40 1625 1 2127 0 0 "Autosome" "0"
"747" "83" "LR999928.1" 8300000 8400000 101 14111 16 2833 6 485 0 0 15 3824 1 94 7 3317 29 1267 0 0 0 0 "Autosome" "0"
"748" "84" "LR999928.1" 8400000 8500000 78 8246 11 1971 7 1671 2 518 2 239 0 0 6 998 36 1562 3 12317 0 0 "Autosome" "0"
"749" "85" "LR999928.1" 8500000 8600000 145 21063 36 6178 11 937 2 194 7 1303 6 5000 9 1371 21 1017 1 7602 0 0 "Autosome" "0"
"750" "86" "LR999928.1" 8600000 8700000 139 18762 27 4847 10 2002 0 0 7 914 7 3270 10 2447 35 1451 2 9396 0 0 "Autosome" "0"
"751" "87" "LR999928.1" 8700000 8800000 133 25401 27 5641 4 778 0 0 9 5936 0 0 16 6528 34 1478 1 11943 0 0 "Autosome" "0"
"752" "88" "LR999928.1" 8800000 8900000 105 12417 13 2682 10 778 0 0 2 219 8 3283 9 1776 27 1060 6 23379 0 0 "Autosome" "0"
"753" "89" "LR999928.1" 8900000 9e+06 127 13898 23 3050 14 2616 1 640 5 531 4 2394 11 1554 31 1244 7 30838 1 1574 "Autosome" "1"
"754" "90" "LR999928.1" 9e+06 9100000 123 11002 18 2157 7 691 1 70 6 723 0 0 7 859 30 1276 0 0 0 0 "Autosome" "0"
"755" "91" "LR999928.1" 9100000 9200000 111 17817 16 3739 2 237 0 0 10 4218 7 3730 12 1685 35 1717 2 2726 0 0 "Autosome" "0"
"756" "92" "LR999928.1" 9200000 9300000 112 12189 12 1618 9 1038 0 0 4 506 0 0 8 2125 36 1473 4 17017 0 0 "Autosome" "0"
"757" "93" "LR999928.1" 9300000 9400000 120 12132 15 2409 6 532 1 152 5 804 0 0 8 1934 35 1392 8 31300 0 0 "Autosome" "0"
"758" "94" "LR999928.1" 9400000 9500000 100 9076 15 3049 3 195 0 0 6 907 2 135 5 580 39 1649 4 14140 0 0 "Autosome" "0"
"759" "95" "LR999928.1" 9500000 9600000 92 14608 15 3519 4 325 0 0 11 5701 0 0 5 1144 26 1011 3 5263 0 0 "Autosome" "0"
"760" "96" "LR999928.1" 9600000 9700000 111 14693 9 2129 5 414 2 138 6 1059 7 3637 8 1619 37 1617 1 6026 0 0 "Autosome" "0"
"761" "97" "LR999928.1" 9700000 9800000 80 8399 15 2994 3 274 0 0 0 0 1 77 10 1623 28 1140 2 8933 0 0 "Autosome" "0"
"762" "98" "LR999928.1" 9800000 9900000 119 13781 16 2319 11 841 0 0 2 199 0 0 8 4182 30 1465 11 31490 0 0 "Autosome" "0"
"763" "99" "LR999928.1" 9900000 1e+07 137 18059 18 3455 18 3702 1 151 6 819 0 0 12 2923 28 1021 0 0 1 992 "Autosome" "1"
"764" "100" "LR999928.1" 1e+07 10100000 171 24157 30 5599 15 1725 0 0 4 650 6 1847 31 7051 29 1419 1 3044 1 875 "Autosome" "1"
"765" "101" "LR999928.1" 10100000 10200000 136 14901 12 2141 11 1016 1 124 5 1696 1 42 11 1839 39 1669 3 16767 0 0 "Autosome" "0"
"766" "102" "LR999928.1" 10200000 10300000 150 13801 18 3757 12 719 0 0 9 1315 0 0 18 1712 45 1791 3 10301 0 0 "Autosome" "0"
"767" "103" "LR999928.1" 10300000 10400000 149 16444 21 4449 7 564 0 0 8 1102 1 104 10 1507 41 1772 0 0 0 0 "Autosome" "0"
"768" "104" "LR999928.1" 10400000 10500000 122 15133 19 3583 5 1473 0 0 4 745 3 406 15 2696 23 954 0 0 1 5881 "Autosome" "1"
"769" "105" "LR999928.1" 10500000 10600000 115 15042 22 4084 6 590 0 0 6 923 1 79 15 4914 33 1474 0 0 0 0 "Autosome" "0"
"770" "106" "LR999928.1" 10600000 10700000 140 20706 24 3725 7 1154 0 0 9 3103 1 107 17 5406 36 1389 0 0 0 0 "Autosome" "0"
"771" "107" "LR999928.1" 10700000 10800000 128 12325 23 3740 5 290 1 69 3 489 1 56 14 1654 29 1231 0 0 0 0 "Autosome" "0"
"772" "108" "LR999928.1" 10800000 10900000 92 13728 13 2402 6 481 0 0 5 4525 2 123 9 2766 20 878 1 260 0 0 "Autosome" "0"
"773" "109" "LR999928.1" 10900000 1.1e+07 91 11898 16 3121 3 185 0 0 4 3525 0 0 6 1101 23 884 0 0 0 0 "Autosome" "0"
"774" "110" "LR999928.1" 1.1e+07 11100000 100 17525 17 4734 14 1644 0 0 2 370 1 43 13 7160 28 1181 6 42106 1 1984 "Autosome" "1"
"775" "111" "LR999928.1" 11100000 11200000 124 14449 17 4058 8 1512 0 0 8 1408 1 58 10 2005 40 1689 14 67141 0 0 "Autosome" "0"
"776" "112" "LR999928.1" 11200000 11300000 186 26761 23 3613 18 3300 0 0 13 2600 5 1509 14 5102 42 1851 1 752 0 0 "Autosome" "0"
"777" "113" "LR999928.1" 11300000 11400000 145 22816 33 6556 11 2684 0 0 8 946 4 1621 16 5064 31 1232 2 15535 0 0 "Autosome" "0"
"778" "114" "LR999928.1" 11400000 11500000 188 30068 30 5628 9 1023 0 0 13 5943 1 126 20 8869 40 1579 0 0 0 0 "Autosome" "0"
"779" "115" "LR999928.1" 11500000 11600000 125 20608 31 5637 3 912 0 0 8 4475 2 144 16 4343 23 1076 0 0 0 0 "Autosome" "0"
"780" "116" "LR999928.1" 11600000 11700000 186 24392 36 6117 13 1033 1 102 11 1373 7 1377 9 4134 39 1463 0 0 1 2520 "Autosome" "1"
"781" "117" "LR999928.1" 11700000 11800000 128 14955 25 4764 8 656 1 108 11 4044 2 107 12 1312 37 1429 0 0 0 0 "Autosome" "0"
"782" "118" "LR999928.1" 11800000 11900000 177 27388 43 8908 10 2951 0 0 13 3350 12 3988 13 1716 30 1106 0 0 0 0 "Autosome" "0"
"783" "119" "LR999928.1" 11900000 1.2e+07 189 35881 19 3317 8 1257 1 69 14 6845 2 154 22 11789 36 1614 0 0 1 521 "Autosome" "1"
"784" "120" "LR999928.1" 1.2e+07 12100000 188 24953 32 5168 15 3159 1 1068 9 877 1 72 22 5792 31 1213 0 0 0 0 "Autosome" "0"
"785" "121" "LR999928.1" 12100000 12200000 204 34616 24 4148 13 1654 1 715 15 1915 0 0 21 9771 32 1163 0 0 0 0 "Autosome" "0"
"786" "122" "LR999928.1" 12200000 12300000 170 26576 28 4972 8 1508 2 184 15 5062 0 0 20 7670 35 1453 1 671 0 0 "Autosome" "0"
"787" "123" "LR999928.1" 12300000 12400000 179 24574 27 5045 17 1829 0 0 12 4912 1 80 15 3020 33 1412 0 0 0 0 "Autosome" "0"
"788" "124" "LR999928.1" 12400000 12500000 131 20482 30 4899 4 348 0 0 3 385 4 2046 14 6135 25 1005 2 2887 0 0 "Autosome" "0"
"789" "125" "LR999928.1" 12500000 12600000 151 23096 42 6863 3 282 0 0 13 4216 1 86 18 5914 32 1325 2 11877 0 0 "Autosome" "0"
"790" "126" "LR999928.1" 12600000 12700000 176 28569 23 4129 12 1285 0 0 12 4513 0 0 28 10112 31 1224 0 0 0 0 "Autosome" "0"
"791" "127" "LR999928.1" 12700000 12800000 182 28535 32 6225 8 748 0 0 8 1205 7 5482 8 4250 34 1435 1 4952 0 0 "Autosome" "0"
"792" "128" "LR999928.1" 12800000 12900000 153 20386 34 5962 6 1161 0 0 10 1514 2 195 21 5940 37 1388 0 0 0 0 "Autosome" "0"
"793" "129" "LR999928.1" 12900000 1.3e+07 184 24019 36 5904 5 551 0 0 19 6200 0 0 19 2870 44 1738 0 0 0 0 "Autosome" "0"
"794" "130" "LR999928.1" 1.3e+07 13100000 174 26619 25 4049 17 6648 0 0 9 2593 3 221 11 2590 40 1612 1 398 0 0 "Autosome" "0"
"795" "131" "LR999928.1" 13100000 13200000 163 20701 25 4568 8 1950 1 90 5 876 6 2933 11 1761 33 1222 0 0 0 0 "Autosome" "0"
"796" "132" "LR999928.1" 13200000 13300000 182 29288 32 6323 8 1613 0 0 11 3140 3 199 16 8485 37 1574 0 0 0 0 "Autosome" "0"
"797" "133" "LR999928.1" 13300000 13400000 224 33356 39 6551 18 3427 1 411 13 3933 0 0 27 4869 24 879 2 9436 0 0 "Autosome" "0"
"798" "134" "LR999928.1" 13400000 13500000 134 21366 19 4316 7 2106 0 0 5 1585 1 77 16 6065 34 1791 8 29562 0 0 "Autosome" "0"
"799" "135" "LR999928.1" 13500000 13600000 111 14029 17 3619 4 200 0 0 7 2060 3 172 12 2994 32 1408 4 21142 0 0 "Autosome" "0"
"800" "136" "LR999928.1" 13600000 13700000 142 22617 21 4961 17 2216 2 601 3 364 0 0 15 6800 33 1666 7 38371 0 0 "Autosome" "0"
"801" "137" "LR999928.1" 13700000 13800000 180 24628 36 6215 8 1802 0 0 14 3317 1 93 17 5729 37 1474 1 1676 0 0 "Autosome" "0"
"802" "138" "LR999928.1" 13800000 13900000 178 23955 25 5180 11 1104 0 0 9 2130 3 327 17 5402 33 1297 0 0 0 0 "Autosome" "0"
"803" "139" "LR999928.1" 13900000 1.4e+07 147 16169 27 5174 5 527 0 0 15 2192 0 0 10 1563 39 1484 2 14405 0 0 "Autosome" "0"
"804" "140" "LR999928.1" 1.4e+07 14100000 151 14811 31 4381 9 841 0 0 11 1606 0 0 19 1624 22 975 2 16331 0 0 "Autosome" "0"
"805" "141" "LR999928.1" 14100000 14200000 170 18700 33 6589 7 764 1 120 10 1453 2 203 21 2369 33 1305 3 26209 0 0 "Autosome" "0"
"806" "142" "LR999928.1" 14200000 14300000 160 22450 26 4425 17 2766 0 0 7 971 4 276 19 5726 26 1006 5 37566 0 0 "Autosome" "0"
"807" "143" "LR999928.1" 14300000 14400000 227 24134 42 5530 14 924 1 78 8 942 2 240 19 2533 33 1298 0 0 0 0 "Autosome" "0"
"808" "144" "LR999928.1" 14400000 14500000 170 24020 22 4279 13 1820 1 71 9 1445 1 77 23 8433 32 1450 0 0 1 638 "Autosome" "1"
"809" "145" "LR999928.1" 14500000 14600000 169 27722 35 5664 11 921 0 0 8 1822 2 156 26 11780 30 1321 2 8192 0 0 "Autosome" "0"
"810" "146" "LR999928.1" 14600000 14700000 162 30369 46 7898 6 422 0 0 7 4790 7 4540 20 6096 27 1149 0 0 1 1478 "Autosome" "1"
"811" "147" "LR999928.1" 14700000 14800000 179 22807 43 8446 16 2459 2 149 8 1056 1 149 16 2205 30 1373 0 0 0 0 "Autosome" "0"
"812" "148" "LR999928.1" 14800000 14900000 174 23559 40 7217 4 242 0 0 12 3943 1 77 24 4222 30 1439 0 0 0 0 "Autosome" "0"
"813" "149" "LR999928.1" 14900000 1.5e+07 195 29182 26 5130 13 2116 1 413 13 4749 2 145 19 4589 30 1068 1 12706 0 0 "Autosome" "0"
"814" "150" "LR999928.1" 1.5e+07 15100000 173 18196 36 6166 6 304 0 0 6 678 1 79 17 1922 37 1590 0 0 0 0 "Autosome" "0"
"815" "151" "LR999928.1" 15100000 15200000 141 13448 16 2743 8 652 0 0 3 168 0 0 15 1854 27 1178 6 30126 0 0 "Autosome" "0"
"816" "152" "LR999928.1" 15200000 15300000 157 21530 24 4664 9 1104 0 0 3 261 0 0 15 6118 38 1685 8 33250 0 0 "Autosome" "0"
"817" "153" "LR999928.1" 15300000 15400000 138 16398 18 2969 7 901 0 0 4 415 5 3791 10 1045 45 2165 8 42585 0 0 "Autosome" "0"
"818" "154" "LR999928.1" 15400000 15500000 171 16882 25 3787 9 953 0 0 10 1007 1 80 19 2282 26 1011 4 46242 0 0 "Autosome" "0"
"819" "155" "LR999928.1" 15500000 15600000 137 14801 25 4177 4 205 0 0 9 1309 6 955 13 2751 36 1434 4 19211 0 0 "Autosome" "0"
"820" "156" "LR999928.1" 15600000 15700000 93 10178 12 2029 4 422 0 0 6 2133 2 310 6 1337 27 1150 1 2490 0 0 "Autosome" "0"
"821" "157" "LR999928.1" 15700000 15800000 89 8252 14 2345 6 585 0 0 7 404 1 71 12 1310 22 838 2 1252 0 0 "Autosome" "0"
"822" "158" "LR999928.1" 15800000 15900000 111 14129 22 3870 4 1940 1 323 4 510 1 86 17 3364 28 1095 7 32915 0 0 "Autosome" "0"
"823" "159" "LR999928.1" 15900000 1.6e+07 111 18551 4 870 8 1022 3 438 5 1717 10 5558 15 4287 39 1760 8 30274 0 0 "Autosome" "0"
"824" "160" "LR999928.1" 1.6e+07 16000791 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 "Autosome" "0"
"825" "0" "LR999929.1" 1 1e+05 163 21107 29 5134 13 2331 0 0 13 3608 2 117 20 2734 22 956 0 0 0 0 "Autosome" "0"
"826" "1" "LR999929.1" 100001 2e+05 155 21018 24 4878 19 3043 4 482 9 1133 0 0 17 5556 30 1215 0 0 0 0 "Autosome" "0"
"827" "2" "LR999929.1" 200001 3e+05 166 16658 30 5222 9 905 0 0 10 1114 2 170 16 2273 38 1568 2 12033 0 0 "Autosome" "0"
"828" "3" "LR999929.1" 300001 4e+05 127 19562 26 5014 6 1402 0 0 5 3230 11 4363 10 1021 23 934 3 12978 0 0 "Autosome" "0"
"829" "4" "LR999929.1" 400001 5e+05 193 22468 29 5150 12 2367 1 881 11 1104 2 201 31 5577 43 1828 4 9129 0 0 "Autosome" "0"
"830" "5" "LR999929.1" 500001 6e+05 150 25685 19 3227 8 735 0 0 5 497 2 3859 21 9958 34 1443 4 18026 0 0 "Autosome" "0"
"831" "6" "LR999929.1" 600001 7e+05 139 15261 20 3566 8 776 1 125 5 1610 1 71 16 2205 26 1310 3 10082 0 0 "Autosome" "0"
"832" "7" "LR999929.1" 700001 8e+05 106 8631 5 707 3 480 1 125 3 392 1 88 12 1490 38 1872 6 26278 0 0 "Autosome" "0"
"833" "8" "LR999929.1" 800001 9e+05 137 26086 14 2395 10 2321 0 0 11 8587 0 0 11 4241 35 1673 8 41052 0 0 "Autosome" "0"
"834" "9" "LR999929.1" 900001 1e+06 137 15543 17 3451 9 1909 1 97 4 290 2 122 17 1801 25 994 3 16381 0 0 "Autosome" "0"
"835" "10" "LR999929.1" 1e+06 1100000 199 28972 43 8809 13 1983 1 427 7 2582 4 504 21 7059 40 1815 3 9325 1 9775 "Autosome" "1"
"836" "11" "LR999929.1" 1100000 1200000 187 34757 32 6086 17 2362 0 0 18 7146 8 6274 25 5856 23 810 1 15944 0 0 "Autosome" "0"
"837" "12" "LR999929.1" 1200000 1300000 191 25448 43 7604 12 2514 2 419 8 960 0 0 19 5555 35 1534 0 0 0 0 "Autosome" "0"
"838" "13" "LR999929.1" 1300000 1400000 210 31639 43 7580 10 1029 1 61 16 8504 9 1514 17 2484 38 1441 0 0 0 0 "Autosome" "0"
"839" "14" "LR999929.1" 1400000 1500000 210 33189 32 7082 22 2073 1 56 10 3290 5 514 30 10695 29 1113 0 0 0 0 "Autosome" "0"
"840" "15" "LR999929.1" 1500000 1600000 210 32575 38 6439 7 584 1 81 17 7680 1 87 29 8237 41 1906 0 0 0 0 "Autosome" "0"
"841" "16" "LR999929.1" 1600000 1700000 215 30794 46 9161 12 3126 1 1580 7 550 1 77 30 8018 42 1702 2 7185 0 0 "Autosome" "0"
"842" "17" "LR999929.1" 1700000 1800000 176 18395 39 6853 13 1111 0 0 7 763 1 115 20 2100 28 1170 4 14126 0 0 "Autosome" "0"
"843" "18" "LR999929.1" 1800000 1900000 197 27095 37 7286 27 4918 1 56 12 4433 1 98 17 2488 39 1768 2 5694 1 523 "Autosome" "1"
"844" "19" "LR999929.1" 1900000 2e+06 221 28472 28 5434 20 3107 2 137 11 1947 1 30 21 5910 36 1301 1 953 0 0 "Autosome" "0"
"845" "20" "LR999929.1" 2e+06 2100000 195 31818 25 4309 14 2050 0 0 12 3262 0 0 24 10386 30 1257 0 0 0 0 "Autosome" "0"
"846" "21" "LR999929.1" 2100000 2200000 209 33989 31 4880 18 2619 3 586 8 3702 7 5663 30 7094 36 1415 0 0 1 1061 "Autosome" "1"
"847" "22" "LR999929.1" 2200000 2300000 201 27466 42 7852 11 1044 0 0 10 1056 9 3756 15 4582 37 1468 1 6937 0 0 "Autosome" "0"
"848" "23" "LR999929.1" 2300000 2400000 212 37262 31 5327 9 1762 1 55 16 6160 5 1875 20 9827 32 1393 0 0 0 0 "Autosome" "0"
"849" "24" "LR999929.1" 2400000 2500000 182 33592 29 5768 12 2350 0 0 5 1373 11 5131 22 10056 25 1024 1 19094 0 0 "Autosome" "0"
"850" "25" "LR999929.1" 2500000 2600000 145 18905 28 5269 12 1284 0 0 5 584 1 50 24 6679 31 1306 1 9391 1 2216 "Autosome" "1"
"851" "26" "LR999929.1" 2600000 2700000 112 15282 20 3273 9 674 1 128 2 243 2 150 14 6220 29 1201 1 1409 0 0 "Autosome" "0"
"852" "27" "LR999929.1" 2700000 2800000 174 24296 24 3869 21 3448 2 185 6 2716 4 310 21 4880 32 1433 2 11835 1 5236 "Autosome" "1"
"853" "28" "LR999929.1" 2800000 2900000 126 12999 20 4075 5 452 0 0 8 1251 1 27 9 1514 34 1382 3 9229 0 0 "Autosome" "0"
"854" "29" "LR999929.1" 2900000 3e+06 135 20826 18 3838 6 323 1 13 13 1795 9 1933 10 7217 30 1598 0 0 0 0 "Autosome" "0"
"855" "30" "LR999929.1" 3e+06 3100000 205 26665 36 6832 9 713 0 0 16 5869 1 57 21 2992 27 1088 0 0 0 0 "Autosome" "0"
"856" "31" "LR999929.1" 3100000 3200000 151 20514 31 5886 9 952 0 0 11 1521 1 143 20 5328 39 1789 1 1447 0 0 "Autosome" "0"
"857" "32" "LR999929.1" 3200000 3300000 202 25486 35 4684 15 2032 1 47 11 2692 3 254 18 4291 38 1386 0 0 0 0 "Autosome" "0"
"858" "33" "LR999929.1" 3300000 3400000 241 32686 31 5985 20 3368 0 0 10 973 6 1986 16 2259 33 1416 0 0 0 0 "Autosome" "0"
"859" "34" "LR999929.1" 3400000 3500000 171 27046 32 6586 12 1531 1 88 17 5749 1 101 11 3876 26 1061 2 1792 0 0 "Autosome" "0"
"860" "35" "LR999929.1" 3500000 3600000 142 19658 31 5592 8 701 0 0 6 1843 2 109 15 5212 30 1262 3 17045 0 0 "Autosome" "0"
"861" "36" "LR999929.1" 3600000 3700000 146 16822 26 4762 17 1755 1 124 4 1196 2 122 9 2112 39 1792 5 35977 0 0 "Autosome" "0"
"862" "37" "LR999929.1" 3700000 3800000 151 25219 31 5398 6 2951 1 64 6 2414 0 0 21 7845 38 1721 3 8135 0 0 "Autosome" "0"
"863" "38" "LR999929.1" 3800000 3900000 152 17881 17 3036 12 2409 3 629 4 713 0 0 17 2598 37 1561 4 14973 0 0 "Autosome" "0"
"864" "39" "LR999929.1" 3900000 4e+06 130 15466 27 3870 8 519 1 42 3 1449 0 0 11 3495 34 1256 0 0 0 0 "Autosome" "0"
"865" "40" "LR999929.1" 4e+06 4100000 132 18575 23 4432 16 2400 0 0 5 562 2 143 14 5251 15 617 0 0 0 0 "Autosome" "0"
"866" "41" "LR999929.1" 4100000 4200000 202 30836 23 4287 15 1398 2 177 6 691 4 3193 20 10067 35 1292 0 0 0 0 "Autosome" "0"
"867" "42" "LR999929.1" 4200000 4300000 151 21863 33 6286 9 1229 0 0 8 2358 0 0 20 4827 23 997 6 15449 0 0 "Autosome" "0"
"868" "43" "LR999929.1" 4300000 4400000 243 44680 5 1448 43 9942 3 1992 7 2992 6 939 29 11503 34 1802 2 4963 0 0 "Autosome" "0"
"869" "44" "LR999929.1" 4400000 4500000 187 26250 25 5147 17 3117 2 1925 9 1692 4 2787 13 2380 32 1144 8 43436 0 0 "Autosome" "0"
"870" "45" "LR999929.1" 4500000 4600000 175 18905 33 6262 18 1389 2 237 8 1133 2 154 23 3030 34 1448 0 0 0 0 "Autosome" "0"
"871" "46" "LR999929.1" 4600000 4700000 155 23710 20 3410 16 3431 0 0 12 3520 1 87 11 5757 41 1912 3 4347 0 0 "Autosome" "0"
"872" "47" "LR999929.1" 4700000 4800000 150 15395 28 4280 16 1294 0 0 6 703 1 76 14 2024 27 979 0 0 0 0 "Autosome" "0"
"873" "48" "LR999929.1" 4800000 4900000 157 23253 37 5760 8 4066 0 0 6 1093 2 198 21 5046 38 1806 6 16971 0 0 "Autosome" "0"
"874" "49" "LR999929.1" 4900000 5e+06 202 36102 34 6027 16 2368 1 177 10 4445 4 3789 21 9376 35 1500 0 0 0 0 "Autosome" "0"
"875" "50" "LR999929.1" 5e+06 5100000 158 19334 25 4553 12 818 0 0 7 1188 3 1528 8 1148 38 1347 0 0 0 0 "Autosome" "0"
"876" "51" "LR999929.1" 5100000 5200000 153 17735 21 3870 6 1825 0 0 8 1394 2 124 13 2292 34 1482 2 7360 0 0 "Autosome" "0"
"877" "52" "LR999929.1" 5200000 5300000 121 20240 18 3855 8 1364 2 557 8 2263 4 2812 8 3689 29 1302 4 30812 0 0 "Autosome" "0"
"878" "53" "LR999929.1" 5300000 5400000 140 18468 12 2750 10 932 0 0 7 2474 1 69 13 4380 28 1199 5 27539 0 0 "Autosome" "0"
"879" "54" "LR999929.1" 5400000 5500000 90 12325 12 2707 6 1303 0 0 3 452 7 3193 6 845 28 1084 4 15746 0 0 "Autosome" "0"
"880" "55" "LR999929.1" 5500000 5600000 157 19774 32 7408 11 2945 2 364 3 427 2 130 18 2083 44 1850 12 49928 0 0 "Autosome" "0"
"881" "56" "LR999929.1" 5600000 5700000 193 23447 24 5254 23 4756 0 0 10 935 0 0 13 1699 44 1648 0 0 0 0 "Autosome" "0"
"882" "57" "LR999929.1" 5700000 5800000 155 20853 18 3251 20 5195 0 0 7 912 0 0 12 3598 41 1745 4 15157 1 5001 "Autosome" "1"
"883" "58" "LR999929.1" 5800000 5900000 108 15035 15 2219 13 2139 0 0 4 1553 2 100 5 2939 25 1233 3 4576 1 5170 "Autosome" "1"
"884" "59" "LR999929.1" 5900000 6e+06 119 19997 14 2811 6 393 0 0 4 1604 5 3029 20 7805 37 1521 3 18411 0 0 "Autosome" "0"
"885" "60" "LR999929.1" 6e+06 6100000 119 11372 16 3260 3 396 0 0 4 458 3 157 8 994 27 1064 4 20346 0 0 "Autosome" "0"
"886" "61" "LR999929.1" 6100000 6200000 171 18243 24 4007 11 1982 0 0 10 1283 0 0 11 1807 41 1964 5 26074 0 0 "Autosome" "0"
"887" "62" "LR999929.1" 6200000 6300000 211 27353 31 5964 22 5927 0 0 11 1482 4 289 24 4502 39 1678 4 4482 0 0 "Autosome" "0"
"888" "63" "LR999929.1" 6300000 6400000 176 30224 31 4751 12 2039 1 335 12 4995 1 71 20 8605 27 1141 0 0 0 0 "Autosome" "0"
"889" "64" "LR999929.1" 6400000 6500000 180 26278 34 6543 9 1332 0 0 11 4618 0 0 16 2369 30 1207 0 0 0 0 "Autosome" "0"
"890" "65" "LR999929.1" 6500000 6600000 170 22288 28 5360 13 2339 0 0 8 1653 2 126 23 5645 34 1241 2 4084 0 0 "Autosome" "0"
"891" "66" "LR999929.1" 6600000 6700000 171 25710 35 7484 14 3763 0 0 14 1714 0 0 13 4523 28 1163 0 0 0 0 "Autosome" "0"
"892" "67" "LR999929.1" 6700000 6800000 190 24323 25 5216 10 599 1 112 11 1343 3 3932 20 4377 46 1874 3 12415 0 0 "Autosome" "0"
"893" "68" "LR999929.1" 6800000 6900000 157 14850 25 5097 4 149 0 0 4 649 3 293 13 1936 54 2325 1 6035 0 0 "Autosome" "0"
"894" "69" "LR999929.1" 6900000 7e+06 115 16318 15 2820 9 588 0 0 9 4106 1 72 10 3495 29 1345 7 35036 0 0 "Autosome" "0"
"895" "70" "LR999929.1" 7e+06 7100000 170 20690 29 5623 14 2412 0 0 10 1223 0 0 18 2801 33 1449 0 0 0 0 "Autosome" "0"
"896" "71" "LR999929.1" 7100000 7200000 120 14157 27 5436 3 289 0 0 4 378 0 0 10 2406 36 1453 0 0 0 0 "Autosome" "0"
"897" "72" "LR999929.1" 7200000 7300000 151 17499 24 4961 22 2667 1 115 8 807 3 180 10 1396 25 1113 7 34288 0 0 "Autosome" "0"
"898" "73" "LR999929.1" 7300000 7400000 183 31892 45 8735 14 2420 3 417 6 906 5 495 16 10347 35 1434 0 0 0 0 "Autosome" "0"
"899" "74" "LR999929.1" 7400000 7500000 199 23675 31 7165 16 1828 3 507 9 1244 4 287 13 1743 42 1789 4 22263 0 0 "Autosome" "0"
"900" "75" "LR999929.1" 7500000 7600000 209 31851 40 8335 12 1934 1 42 19 7757 1 105 14 4374 40 1713 2 3478 1 677 "Autosome" "1"
"901" "76" "LR999929.1" 7600000 7700000 217 32311 25 5226 17 2974 2 805 17 2262 2 195 26 7740 38 1472 1 1073 0 0 "Autosome" "0"
"902" "77" "LR999929.1" 7700000 7800000 162 25133 36 6478 15 2210 0 0 13 4750 1 111 18 3986 34 1436 1 1643 1 2190 "Autosome" "1"
"903" "78" "LR999929.1" 7800000 7900000 172 26288 22 3777 22 4203 1 127 11 2143 4 2174 19 4468 24 1022 4 17963 0 0 "Autosome" "0"
"904" "79" "LR999929.1" 7900000 8e+06 113 15957 26 4927 6 476 0 0 5 915 1 94 17 4533 20 794 2 10681 0 0 "Autosome" "0"
"905" "80" "LR999929.1" 8e+06 8100000 129 12549 19 3811 6 473 0 0 5 939 2 129 8 1587 39 1615 1 1733 0 0 "Autosome" "0"
"906" "81" "LR999929.1" 8100000 8200000 120 20983 14 3483 15 3052 3 772 1 69 1 91 8 6946 40 1984 7 36744 2 12776 "Autosome" "1"
"907" "82" "LR999929.1" 8200000 8300000 98 15898 8 2136 8 2268 0 0 5 3017 1 183 7 2789 29 1283 14 51564 0 0 "Autosome" "0"
"908" "83" "LR999929.1" 8300000 8400000 144 16172 14 2386 11 1877 3 757 12 1721 0 0 13 2260 31 1344 7 24682 0 0 "Autosome" "0"
"909" "84" "LR999929.1" 8400000 8500000 114 15503 28 4951 10 776 2 211 4 718 0 0 11 4774 32 1372 4 44954 1 1073 "Autosome" "1"
"910" "85" "LR999929.1" 8500000 8600000 109 11377 8 1900 12 3314 2 1012 5 542 0 0 4 330 45 1700 11 29108 0 0 "Autosome" "0"
