orthogroup gr01 gr02	sp01 sp02	spM01 spM02	spT01 spT02	spV01 spV02	spMs01 spMs02	spVs01 spVs02
OG0009751 -8.94226424710453 -8.94226409565315	-8.95545001666407 -8.93472079173713	-6.60737253205917 -8.93549540460539	-8.93473215884352 -8.93472079173713	-8.9275004831091 -8.92490786041116	-8.92490129221496 -8.9249045848481	-8.92489728673061 -8.92490427291871
OG0009752 -11.7344848605602 -11.7344833394913	-11.0891972397189 -11.0891953207537	-10.3134686310852 -10.3134952297128	-11.0892295352401 -11.0891953207537	-10.3137012277073 -10.3135597447706	-10.3134714824027 -10.3134700033188	-10.3161223194777 -10.3134693010799
OG0009753 -9.54531807513339 -10.0438534529455	-10.0581264181112 -9.95015539946986	-10.142670888305 -10.1431058266379	-10.6771524670289 -9.95015539946986	-10.207271991375 -10.1429476339642	-10.1426226768776 -10.1410561435167	-9.43404867092435 -10.1426512432365
OG0009754 -9.63541111351348 -9.63541146743599	-9.62786050372917 -9.62786632623481	-9.02770703965301 -9.06836387275273	-9.62786923365913 -9.62786632623481	-9.62257809740596 -9.61805195610831	-9.61805031392425 -9.61805131684801	-9.61804211516841 -9.61805208709665
OG0009755 -9.63541097924228 -9.63541148269707	-8.69316507338817 -8.69315111576629	-8.69314772274333 -8.69350784300561	-9.20577828419739 -9.62786632631119	-8.69366983294763 -8.85607340462628	-9.38679927724425 -9.38629732643897	-9.38675172246758 -9.38629311416855
OG0009756 -8.94226424183645 -8.94226409757513	-8.15279227855257 -7.9999977056385	-8.00666335610006 -8.00000340430145	-6.20859684639412 -8.93472079198944	-8.12667584630631 -2.10147929833397	-8.70048902553198 -8.69378963790628	-8.69315453325127 -8.69314723791418
OG0009757 -8.94224342895326 -8.94226409565315	-8.93470662053365 -8.93472079173713	-8.96523099007366 -8.93549540460539	-8.94126698137801 -8.93472079173713	-8.92836751409126 -8.92490786041116	-9.04767163791575 -8.9249045848481	-8.92476555677082 -8.92490427291871
OG0009758 -8.94226350448385 -8.94226409757513	-8.00264551541995 -7.9999977056385	-8.00171541142835 -8.00000340430145	-6.7382286954386 -8.93472079198944	-9.28225626026595 -2.10147929833397	-3.38552965907599 -8.69378963790628	-8.69308371480952 -8.69314723791418
OG0009759 -9.63541165445623 -9.63541148274049	-8.69314691589005 -8.69315111576629	-8.55234154921942 -8.25199149639834	-9.59127550190819 -9.62786632632377	-8.69321750553014 -8.85607340462628	-9.61790189110614 -9.61789328746284	-9.38640714974296 -9.38629311416797
OG0009760 -8.94226421186497 -8.94226409565291	-8.93472001340542 -8.93472079169948	-8.92526875693886 -6.24279638428845	-8.93471980123464 -8.93472079169948	-8.94322213074217 -8.92490786034512	-8.92490959640702 -8.92490458417934	-8.9249041584031 -8.92490427291868
OG0009761 -8.94224958979894 -8.94226409565291	-8.93473205658371 -8.93472079169948	-8.92492904397033 -6.24279638428845	-8.93471879193066 -8.93472079169948	-11.2905285397315 -8.92490786034512	-8.92846353382474 -8.92490458417934	-8.92490403382094 -8.92490427291868
OG0009762 -8.94226421728365 -8.94226409565291	-8.93471989987811 -8.93472079169948	-8.94466327003325 -6.24279638428845	-8.93471984152711 -8.93472079169948	-8.9929375662761 -8.92490786034512	-8.92490412331177 -8.92490458417934	-8.92490359465021 -8.92490427291868
OG0009763 -8.94226241040625 -8.94226409565315	-8.95418460999074 -8.93472079173713	-8.92546649934385 -8.93549540460539	-8.93685838630631 -8.93472079173713	-8.9642212112 -8.92490786041116	-9.49857627491108 -8.9249045848481	-8.92492635617494 -8.92490427291871
OG0009764 -11.6542738347988 -11.6303700436154	-11.0917845427684 -11.0477302108508	-10.4102114704635 -10.3625508652087	-11.0478149601394 -11.0477302108508	-10.6631749320711 -10.3622074599174	-10.3720735044808 -10.3622118192725	-10.3622180990981 -10.3621942223876
OG0009765 -8.94226424662853 -8.94226409565315	-8.93471994488646 -8.93472079173713	-8.92493829538721 -8.93549540460539	-8.93487354697728 -8.93472079173713	-8.9284610499334 -8.92490786041116	-8.92491770943352 -8.9249045848481	-8.925694875 -8.92490427291871
OG0009766 -8.94226243043715 -8.94226409565315	-8.93471981850612 -8.93472079173713	-8.92496096762172 -8.93549540460539	-8.93472062517025 -8.93472079173713	-8.9249130877797 -8.92490786041116	-8.92490005230655 -8.9249045848481	-8.92490423145696 -8.92490427291871
OG0009767 -9.63541116211219 -9.63541148273007	-8.71659838586627 -8.69315111576629	-7.62918230972014 -7.62506799505967	-9.62785044790325 -9.62786632632106	-8.69528812818387 -8.85607340462628	-7.62489417832503 -7.6249228724606	-8.44665490143485 -9.38629311416814
OG0009768 -9.63543385359029 -9.6354111758361	-8.71502599018751 -8.69315111712729	-8.70007504987371 -8.6935080450034	-9.03296575125664 -9.03294441604387	-8.23228023643191 -8.23362933264409	-9.45274682201877 -9.38629733814073	-9.61826918934965 -9.6180493655832
OG0009769 -9.10416146090023 -8.80847300021389	-10.8950721466523 -10.8882395048756	-10.3040415970948 -8.51554845346496	-10.8946193512406 -10.8882395048756	-8.77688593627046 -10.297886463957	-10.3041353279816 -10.3048571889064	-10.3046006037092 -10.3019721073521
OG0009770 -8.94226431194093 -8.94226409565291	-8.94630134082493 -8.93472079169948	-7.29902811161594 -6.24279638428845	-8.93472030302188 -8.93472079169948	-8.92723187699498 -8.92490786034512	-8.92481376757859 -8.92490458417934	-8.92489277296116 -8.92490427291868
OG0009771 -4.53989152956495 -8.94226409565291	-8.93476676724664 -8.93472079169948	-8.92490641573381 -6.24279638428845	-8.93465798311662 -8.93472079169948	-8.96840293109959 -8.92490786034512	-8.92490415876268 -8.92490458417934	-8.92490424455503 -8.92490427291868
OG0009772 -8.94225292680331 -8.94226409565315	-8.9347187192858 -8.93472079173713	-8.92736733585639 -8.93549540460539	-8.9347167586 -8.93472079173713	-9.02455055670251 -8.92490786041116	-8.92499743415238 -8.9249045848481	-8.92490449819172 -8.92490427291871
OG0009773 -8.94226321015562 -8.94226409565315	-8.93471973561755 -8.93472079173713	-8.96112057701125 -8.93549540460539	-8.93471969384415 -8.93472079173713	-9.05595949785384 -8.92490786041116	-8.92490260453575 -8.9249045848481	-8.92490447409493 -8.92490427291871
OG0009774 -8.94226396757164 -8.94226409565315	-9.49601279451937 -8.93472079173713	-7.21710707846777 -8.93549540460539	-8.93475705185958 -8.93472079173713	-8.93073015821219 -8.92490786041116	-8.92697179286742 -8.9249045848481	-8.92490896761436 -8.92490427291871
OG0009775 -8.94283195399134 -8.94226409757513	-8.00001786411341 -7.9999977056385	-8.00083547798253 -8.00000340430145	-8.98242844235702 -8.93472079198944	-8.00578499677674 -2.10147929833397	-2.8341811238619 -8.69378963790628	-8.6936372405725 -8.69314723791418
OG0009776 -8.94226142134131 -8.94226409565291	-8.93478129490178 -8.93472079169948	-7.64978769432389 -6.24279638428845	-8.93471982757731 -8.93472079169948	-8.92574923153402 -8.92490786034512	-8.92490433456372 -8.92490458417934	-8.92489410483597 -8.92490427291868
OG0009777 -8.94226404750804 -8.94226409565291	-8.93471969533105 -8.93472079169948	-8.97436891729493 -6.24279638428845	-8.93471794688366 -8.93472079169948	-8.92531501720224 -8.92490786034512	-8.92490485085084 -8.92490458417934	-8.90875679456693 -8.92490427291868
OG0009778 -8.94226424188867 -8.94226409565315	-8.93471866675788 -8.93472079173713	-8.92794933070003 -8.93549540460539	-8.93471998120819 -8.93472079173713	-8.92652305097137 -8.92490786041116	-8.92490421401444 -8.9249045848481	-8.92490465277601 -8.92490427291871
OG0009779 -9.63541057317373 -9.6354114827405	-8.69314837471348 -8.69315111576629	-8.69317636047788 -8.69350784300596	-9.63851428256545 -9.62786632632377	-8.6955019217601 -8.85607340462628	-9.6824383076799 -9.38629732644251	-9.38629455513489 -9.38629311416797
OG0009780 -8.94226423154496 -8.94226409565291	-8.9347200269938 -8.93472079169948	-9.19442556932761 -6.24279638428845	-8.93471890778258 -8.93472079169948	-8.93237740852678 -8.92490786034512	-8.62115330979061 -8.92490458417934	-8.92490386874165 -8.92490427291868
OG0009781 -9.63541261600534 -9.63541148273527	-8.70472295122635 -8.69315111576629	-8.69472093750107 -8.6935078430058	-9.62786701717035 -9.62786632632241	-8.69314868468641 -8.85607340462628	-9.40048485635076 -9.38629732644181	-9.42051305259167 -9.38629311416806
OG0009782 -9.63541012042987 -9.63541146774146	-9.62786703247643 -9.6278663263134	-9.97091888701354 -9.62002749483735	-9.62817476811813 -9.6278663263134	-9.6850959455543 -9.61805195645387	-9.61805610900491 -9.61805131942468	-9.61805273596213 -9.61805208711873
OG0009783 -11.0217060533782 -11.0217074233296	-10.4192397154325 -10.4192401832459	-9.57441753503895 -9.54557936129502	-10.1164443239542 -10.079445076689	-9.62112945756712 -9.61827046693435	-9.54495360701718 -9.54535790419152	-10.8856429274366 -11.0043457002783
OG0009784 -8.94226309776717 -8.94226409565517	-8.93471968911179 -8.93472079193619	-8.93362326424296 -8.93707629986603	-8.93475066514816 -8.93472079193619	-8.92491008033489 -8.92490786074608	-8.9249032722237 -8.92490458753266	-8.9249123897199 -8.92490427291906
OG0009785 -8.94226413992558 -8.94226409565315	-8.93472109979871 -8.93472079173713	-8.92492730125182 -8.93549540460539	-8.93471983365885 -8.93472079173713	-8.92596354565074 -8.92490786041116	-8.92490047585208 -8.9249045848481	-8.92538115969263 -8.92490427291871
OG0009786 -8.94225970234957 -8.94226409565315	-8.93479686536352 -8.93472079173713	-8.9360835036989 -8.93549540460539	-9.00495881180122 -8.93472079173713	-6.77957568068193 -8.92490786041116	-8.94192997840736 -8.9249045848481	-8.92490414936293 -8.92490427291871
OG0009787 -9.06734401163628 -8.94226409565315	-8.93471982852419 -8.93472079173713	-8.92703763775086 -8.93549540460539	-8.93471867949731 -8.93472079173713	-8.92491555481949 -8.92490786041116	-8.92492678846762 -8.9249045848481	-8.92491036478963 -8.92490427291871
OG0009788 -9.698717610365 -8.464897126804	-10.9459083280978 -10.9466533986405	-10.3340356198927 -10.3335296500301	-10.9091783791081 -10.9466533986405	-10.3363738219677 -10.3346193369457	-8.34544162213792 -10.3333664275078	-8.78360157322994 -10.334244054634
OG0009789 -8.94226400419513 -8.94226409565517	-8.93472570755246 -8.93472079193619	-8.9251007158312 -8.93707629986603	-8.93485230324729 -8.93472079193619	-8.92603056456052 -8.92490786074608	-8.92510014525354 -8.92490458753266	-8.92490357226109 -8.92490427291906
OG0009790 -8.94226197576556 -8.94226409565291	-8.93471982372824 -8.93472079169948	-8.78153621462518 -6.24279638428845	-8.9347198661139 -8.93472079169948	-9.87535838486228 -8.92490786034512	-8.92490488323409 -8.92490458417934	-8.92490201162691 -8.92490427291868
OG0009791 -10.3285586609994 -10.3285588589799	-9.3862944058526 -9.38644797606353	-8.31802110016539 -8.31827950889489	-10.3209928683055 -10.3210143128984	-9.42423629315927 -9.38749018337019	-8.31805448457482 -8.3181468803269	-10.151914685234 -10.0794404615692
OG0009792 -8.94226329359637 -8.94226409565315	-8.93474425298594 -8.93472079173713	-8.92880230403392 -8.93549540460539	-9.37683196538003 -8.93472079173713	-8.92490506621581 -8.92490786041116	-8.9249040763044 -8.9249045848481	-8.92490489594232 -8.92490427291871
OG0009793 -8.94216847298936 -8.94226409565315	-8.93471983509183 -8.93472079173713	-8.93947246173072 -8.93549540460539	-8.93445625735477 -8.93472079173713	-7.19291244326085 -8.92490786041116	-8.92492473000923 -8.9249045848481	-8.92494245919044 -8.92490427291871
OG0009794 -8.94204623634536 -8.94226409565315	-8.9347198393758 -8.93472079173713	-8.93568618831185 -8.93549540460539	-8.9347196690455 -8.93472079173713	-8.92569159333992 -8.92490786041116	-10.8097084465554 -8.9249045848481	-8.92490453532571 -8.92490427291871
OG0009795 -8.94226333187145 -8.94226409565315	-8.93471978099408 -8.93472079173713	-8.9382156334571 -8.93549540460539	-8.93471998814116 -8.93472079173713	-8.93757869622541 -8.92490786041116	-8.92490461569226 -8.9249045848481	-8.92490553617468 -8.92490427291871
OG0009796 -9.63541106350165 -9.63541148277347	-9.62786690659587 -9.62786632633364	-9.61836115533253 -9.62382366742718	-8.77599524557726 -8.69315111576629	-8.75770218938272 -8.69332798604419	-9.61805147309749 -9.61805131942141	-9.38629688490632 -9.38629311416756
OG0009797 -8.94228275006754 -8.94226409565291	-8.93475520845906 -8.93472079169948	-8.92510878547927 -6.24279638428845	-8.93471981553084 -8.93472079169948	-8.92477972987972 -8.92490786034512	-8.93202053716744 -8.92490458417934	-8.92490411939853 -8.92490427291868
OG0009798 -8.94226358721923 -8.94226409565291	-8.93472011544466 -8.93472079169948	-8.92511375791728 -6.24279638428845	-8.93471212637994 -8.93472079169948	-8.93457116670457 -8.92490786034512	-8.92490430161332 -8.92490458417934	-8.92487030849265 -8.92490427291868
OG0009799 -4.92359529564895 -8.94226409565291	-8.93472760520871 -8.93472079169948	-8.92806023071556 -6.24279638428845	-8.9347209846393 -8.93472079169948	-8.9555160597598 -8.92490786034512	-8.92491587569515 -8.92490458417934	-8.92490405114789 -8.92490427291868
OG0009800 -8.94225699461744 -8.94226409565315	-8.93472024602458 -8.93472079173713	-8.92492558873174 -8.93549540460539	-8.93471566286113 -8.93472079173713	-8.92513395700088 -8.92490786041116	-8.92491375738095 -8.9249045848481	-7.12922477635195 -8.92490427291871
OG0009801 -4.88304274992027 -8.94226409565315	-8.93472021140101 -8.93472079173713	-8.99485389758421 -8.93549540460539	-8.93774951515031 -8.93472079173713	-9.18454646170344 -8.92490786041116	-8.92491897122228 -8.9249045848481	-8.77221359169933 -8.92490427291871
OG0009802 -8.94222349040919 -8.94226409565315	-8.93472373095402 -8.93472079173713	-9.04994680815492 -8.93549540460539	-8.93471977384851 -8.93472079173713	-8.94597978512305 -8.92490786041116	-8.92725949680049 -8.9249045848481	-8.92491069370609 -8.92490427291871
OG0009803 -9.63541114112848 -9.63541146770848	-9.62786694965822 -9.62786632630353	-9.62328767408589 -9.62023553430734	-9.62786399299581 -9.62786632630353	-9.62165061823649 -9.61805195640418	-9.61804862635655 -9.61805131906633	-9.61805151163973 -9.61805208711544
OG0009804 -8.94226393836179 -8.94226409565291	-8.93472010316099 -8.93472079169948	-9.25958539745078 -6.24279638428845	-8.93475510473636 -8.93472079169948	-8.93550744754845 -8.92490786034512	-8.92490143329744 -8.92490458417934	-8.92490543737664 -8.92490427291868
OG0009805 -9.14987451629973 -9.14062103430738	-8.9573351715843 -8.94073795666502	-8.71942997538504 -8.62200911478847	-8.93879802346577 -8.94073795666502	-8.64745146347715 -8.6323779637808	-8.62066628909188 -8.6392634549404	-8.64143107426677 -8.64435993331171
OG0009806 -8.94226261382386 -8.94226409565517	-8.93480969244838 -8.93472079193619	-8.92550103330282 -8.93707629986603	-8.93471963461407 -8.93472079193619	-9.14544475457183 -8.92490786074608	-8.92490655884229 -8.92490458753266	-8.92490419389179 -8.92490427291906
OG0009807 -8.94224571257939 -8.94226409565517	-8.93471984613327 -8.93472079193619	-8.92495661207259 -8.93707629986603	-8.93472000738909 -8.93472079193619	-8.94670684024254 -8.92490786074608	-8.92490435542884 -8.92490458753266	-8.92570359102308 -8.92490427291906
OG0009808 -8.94226334031835 -8.94226409565517	-8.93472337003115 -8.93472079193619	-8.93247311159992 -8.93707629986603	-8.93473312370492 -8.93472079193619	-8.92894578721781 -8.92490786074608	-8.92490411629806 -8.92490458753266	-8.92761865676498 -8.92490427291906
OG0009809 -8.94226435731576 -8.94226409565315	-8.93471943827306 -8.93472079173713	-8.92592050168233 -8.93549540460539	-8.93471991085223 -8.93472079173713	-8.92610922319215 -8.92490786041116	-8.92490417910576 -8.9249045848481	-8.92622930278026 -8.92490427291871
OG0009810 -8.94226399756098 -8.94226409565291	-6.05770675348801 -8.93472079169948	-8.94197910062334 -6.24279638428845	-8.93471762806259 -8.93472079169948	-9.14272944838397 -8.92490786034512	-8.92489843181184 -8.92490458417934	-8.92490408608171 -8.92490427291868
OG0009811 -8.94226434987856 -8.94226409565291	-8.93471980891276 -8.93472079169948	-8.96645369084591 -6.24279638428845	-8.93771684017748 -8.93472079169948	-9.0152822080815 -8.92490786034512	-8.9249599738819 -8.92490458417934	-8.92489233277839 -8.92490427291868
OG0009812 -8.94226418559283 -8.94226409565315	-8.93472020107712 -8.93472079173713	-9.10712907687429 -8.93549540460539	-8.93472016684643 -8.93472079173713	-8.92497741039987 -8.92490786041116	-8.92490475633461 -8.9249045848481	-8.92491638270809 -8.92490427291871
OG0009813 -8.94221889658015 -8.94226409565291	-8.9343970902823 -8.93472079169946	-8.08867017933402 -8.05268386206287	-8.93472004420469 -8.93472079169946	-8.9407069202874 -8.92490786034512	-8.16102809622756 -8.69301802447311	-8.92490694534564 -8.92490427291868
OG0009814 -8.94225484862015 -8.94226409565315	-8.93471991458107 -8.93472079173713	-8.92491843576 -8.93549540460539	-8.93471851300549 -8.93472079173713	-8.95046172316751 -8.92490786041116	-8.9249251734397 -8.9249045848481	-8.92491025173969 -8.92490427291871
OG0009815 -9.63540826090252 -9.6354114827023	-9.62786701886306 -9.62786632631254	-9.61831013035755 -9.62698837863503	-8.72776038845118 -8.69315111576629	-8.80220853658622 -8.69332798604307	-9.62485577378498 -9.61805131863357	-9.38629744757068 -9.38629311416847
OG0009816 -9.63541144162775 -9.63541136250958	-8.69324680678762 -8.6931511144053	-8.72275215177177 -8.69350764100833	-8.61194875937996 -8.6931511144053	-7.6248958769347 -7.62783577321447	-9.44053842217497 -9.38629731476005	-7.62489586670271 -7.62492086244297
OG0009817 -8.94226427587622 -8.94226409565291	-8.93471936243349 -8.93472079169946	-7.9998592089863 -8.05268386206287	-8.93478424422259 -8.93472079169946	-8.93715691946225 -8.92490786034512	-8.69321053382164 -8.69301802447311	-8.94149018069034 -8.92490427291868
OG0009818 -8.94225167355848 -8.94226409757513	-8.02010290400488 -7.9999977056385	-8.00029055973464 -8.00000340430145	-8.93471981289321 -8.93472079198944	-8.00059104988716 -2.10147929833397	-8.6995581285376 -8.69378963790628	-8.69458860520053 -8.69314723791418
