chrom	begin	end	length_gene	length_rpt	length_LINE	length_SINE	length_DNA	length_LTR
LR999933.1	9800001	9900000	0	43959	12639	6293	2562	7008
LR999933.1	9900001	10000000	6001	33649	12207	7737	3954	157
LR999933.1	10000001	10100000	2941	26738	7890	5127	2657	1227
LR999933.1	10100001	10200000	15937	21177	5891	4880	5050	1197
LR999933.1	10200001	10300000	7451	16244	5878	1957	1374	905
LR999933.1	10300001	10400000	6781	19584	8720	3029	2842	140
LR999933.1	10400001	10500000	12632	27584	9744	3603	3991	2415
LR999933.1	10500001	10600000	3840	21574	5899	3902	1864	833
LR999933.1	10600001	10700000	964	36488	9026	6781	2814	4408
LR999933.1	10700001	10800000	7075	36844	10523	5039	2335	11129
LR999933.1	10800001	10900000	7664	27250	7858	5721	3522	636
LR999933.1	10900001	11000000	10011	32264	7749	4533	2332	8236
LR999933.1	11000001	11100000	14967	26108	9715	4968	1667	345
LR999933.1	11100001	11200000	1634	28799	12608	7597	1518	248
LR999933.1	11200001	11300000	10437	24158	10578	4475	695	435
LR999933.1	11300001	11400000	9545	21540	4094	2014	5569	4054
LR999933.1	11400001	11500000	10961	30173	9285	5104	3856	6373
LR999933.1	11500001	11600000	808	44835	15321	9183	2316	8050
LR999933.1	11600001	11700000	674	42158	19423	6669	2636	1918
LR999933.1	11700001	11800000	2457	47943	20624	8651	3401	933
LR999933.1	11800001	11900000	1542	40665	11564	13531	3246	1038
LR999933.1	11900001	12000000	861	31802	10925	8093	2371	0
LR999933.1	12000001	12100000	1786	32065	6681	6362	3170	7185
LR999933.1	12100001	12200000	5172	24855	8245	7055	1337	611
LR999933.1	12200001	12300000	2264	42467	17873	8294	4025	671
LR999933.1	12300001	12400000	2525	39403	15867	9911	2591	838
LR999933.1	12400001	12500000	3218	41422	16996	10170	2495	636
LR999933.1	12500001	12600000	5322	41117	12517	7568	3467	1642
LR999933.1	12600001	12700000	0	45848	20127	9208	2668	1256
LR999933.1	12700001	12800000	0	51162	18826	8333	2367	14269
LR999933.1	12800001	12900000	756	37786	14391	12511	2036	551
LR999933.1	12900001	13000000	0	42323	14998	9930	3346	5180
LR999933.1	13000001	13100000	801	41455	12463	8746	4083	1142
LR999933.1	13100001	13200000	1687	50008	17198	9227	3113	3094
LR999933.1	13200001	13300000	4225	39354	13256	9655	4988	617
LR999933.1	13300001	13400000	523	58269	26570	8714	1532	2002
LR999933.1	13400001	13500000	1615	32968	12932	6599	1254	179
LR999933.1	13500001	13600000	0	39666	13736	9950	3108	661
LR999933.1	13600001	13700000	0	33562	14501	7415	2832	170
LR999933.1	13700001	13800000	7358	31133	12654	6913	2692	386
LR999933.1	13800001	13900000	2156	34181	12459	9880	1302	4807
LR999933.1	13900001	14000000	7811	37821	19305	8160	1669	1992
LR999933.1	14000001	14100000	2982	38018	20752	9200	1191	290
LR999933.1	14100001	14200000	10082	26140	9176	4380	2461	2563
LR999933.1	14200001	14300000	3159	37087	13151	6448	2206	7383
LR999933.1	14300001	14400000	10561	23069	9351	6161	2308	967
LR999933.1	14400001	14500000	0	38119	17327	9178	4598	769
LR999933.1	14500001	14600000	1010	28357	11473	7555	1174	362
LR999933.1	14600001	14700000	0	35323	18001	8590	3194	719
LR999933.1	14700001	14800000	0	34363	17169	6715	573	1168
LR999933.1	14800001	14900000	0	24271	14456	6474	1150	187
LR999933.1	14900001	15000000	2855	16989	7282	3685	278	822
LR999933.1	15000001	15100000	6446	32284	12342	5371	453	1459
LR999933.1	15100001	15200000	1812	27563	13200	4234	1971	0
LR999933.1	15200001	15296561	1506	31295	7999	3940	3979	3323
LR999934.1	1	100000	1557	25001	9829	5339	1994	706
LR999934.1	100001	200000	0	37572	14901	8634	1166	539
LR999934.1	200001	300000	0	49098	16949	7572	2157	9582
LR999934.1	300001	400000	0	51905	25245	9892	3648	3111
LR999934.1	400001	500000	0	46158	18625	10619	4685	1728
LR999934.1	500001	600000	2425	59144	25737	7519	3758	7075
LR999934.1	600001	700000	2230	53874	23484	11870	6699	1466
LR999934.1	700001	800000	1643	50292	20066	11372	4696	1100
LR999934.1	800001	900000	7594	34022	10978	7238	3868	529
LR999934.1	900001	1000000	2891	46254	18346	10660	4166	1218
LR999934.1	1000001	1100000	7016	41803	18326	4798	3791	1499
LR999934.1	1100001	1200000	6703	30561	10667	5931	2811	299
LR999934.1	1200001	1300000	485	40948	12726	12669	1836	781
LR999934.1	1300001	1400000	9120	39090	19219	6508	1888	2903
LR999934.1	1400001	1500000	0	26286	10506	7882	1016	727
LR999934.1	1500001	1600000	0	38066	17745	9633	2219	943
LR999934.1	1600001	1700000	0	40370	15693	11489	4145	629
LR999934.1	1700001	1800000	0	35009	14132	10448	3264	1081
LR999934.1	1800001	1900000	0	37108	12995	14060	2200	168
LR999934.1	1900001	2000000	0	33747	11826	10074	2717	259
LR999934.1	2000001	2100000	0	9486	2263	2921	332	42
LR999934.1	2100001	2200000	9132	28158	17338	2822	1574	2558
LR999934.1	2200001	2300000	5697	42373	16983	7391	2110	1923
LR999934.1	2300001	2400000	3371	50340	15005	11856	5724	1017
LR999934.1	2400001	2500000	1204	64583	16309	5419	1015	15310
LR999934.1	2500001	2600000	0	62117	24919	6014	2753	480
LR999934.1	2600001	2700000	0	67793	28170	2619	3885	2608
LR999934.1	2700001	2800000	1338	62885	26785	6013	4896	8994
LR999934.1	2800001	2900000	1171	76031	28552	2691	5621	16860
LR999934.1	2900001	3000000	0	69792	23533	2321	6539	1193
LR999934.1	3000001	3100000	742	62318	20977	7296	3927	952
LR999934.1	3100001	3200000	0	64480	23492	5308	4898	1404
LR999934.1	3200001	3300000	0	71388	28071	3675	11983	4957
LR999934.1	3300001	3400000	635	68108	26547	4060	3424	905
LR999934.1	3400001	3500000	482	67870	24378	5488	3399	4920
LR999934.1	3500001	3600000	938	63350	31142	5650	2606	2422
LR999934.1	3600001	3700000	223	64259	27402	3318	3847	1074
LR999934.1	3700001	3800000	188	64036	32837	3773	3682	1508
LR999934.1	3800001	3900000	0	66967	28941	1784	6642	4638
LR999934.1	3900001	4000000	0	63717	30932	2081	5425	1643
LR999934.1	4000001	4100000	0	58368	27005	4299	5335	1159
LR999934.1	4100001	4200000	955	65797	32414	3172	2664	3914
LR999934.1	4200001	4300000	442	66090	22526	5529	5143	6152
LR999934.1	4300001	4400000	0	73322	29879	3744	1043	3672
LR999934.1	4400001	4500000	326	63275	26387	1385	4252	6772
LR999934.1	4500001	4600000	367	61782	22518	5130	4230	3046
LR999934.1	4600001	4700000	0	58926	28679	3865	6318	3099
LR999934.1	4700001	4800000	1070	61328	28951	4766	3736	15
LR999934.1	4800001	4900000	2872	64479	25144	4612	3941	12091
LR999934.1	4900001	5000000	0	68250	32497	4373	2554	940
LR999934.1	5000001	5100000	0	62534	22636	1977	8519	12862
LR999934.1	5100001	5200000	0	67108	38687	5623	7132	1604
LR999934.1	5200001	5300000	0	69281	17253	5390	2994	3114
LR999934.1	5300001	5400000	11995	40338	19601	5068	3558	768
LR999934.1	5400001	5500000	6585	36380	7019	7106	6694	848
LR999934.1	5500001	5600000	5089	36612	12348	7294	5144	362
LR999934.1	5600001	5700000	838	30324	9397	6906	1843	64
LR999934.1	5700001	5800000	3690	45449	16976	8796	3207	1284
LR999934.1	5800001	5900000	5497	39642	15191	10873	1686	741
LR999934.1	5900001	6000000	0	48717	17475	11098	2025	1619
LR999934.1	6000001	6100000	0	48450	23637	9615	2286	830
LR999934.1	6100001	6200000	1917	50736	17229	8580	4339	6064
LR999934.1	6200001	6300000	0	47694	22833	9121	2904	675
LR999934.1	6300001	6400000	481	45400	18048	11608	3383	877
LR999934.1	6400001	6500000	939	54687	19341	9508	9212	144
LR999934.1	6500001	6600000	3376	46086	18940	9929	2836	343
LR999934.1	6600001	6700000	784	46850	14681	8156	2676	7803
LR999934.1	6700001	6800000	1491	47444	21266	10760	1441	1582
LR999934.1	6800001	6900000	3506	46884	21369	11130	2871	851
LR999934.1	6900001	7000000	3579	45556	11649	8313	4026	2084
LR999934.1	7000001	7100000	0	45341	13089	12127	3114	1089
LR999934.1	7100001	7200000	0	49318	17229	12902	4295	574
LR999934.1	7200001	7300000	526	39040	14417	10414	1695	1529
LR999934.1	7300001	7400000	6621	39139	17174	7703	4122	1034
LR999934.1	7400001	7500000	1599	38905	8712	8974	4229	960
LR999934.1	7500001	7600000	6993	31316	7560	5066	2238	5940
LR999934.1	7600001	7700000	1986	26748	8420	6454	1551	435
LR999934.1	7700001	7800000	6549	24659	6820	3202	3532	311
LR999934.1	7800001	7900000	338	58809	23044	3641	6914	11564
LR999934.1	7900001	8000000	9853	30080	11917	4588	1025	368
LR999934.1	8000001	8100000	13717	19388	7533	2912	1600	974
LR999934.1	8100001	8200000	1104	32189	11131	4374	1722	1224
LR999934.1	8200001	8300000	2840	43298	12207	7450	1387	4368
LR999934.1	8300001	8400000	4097	44315	13583	8417	4891	4505
LR999934.1	8400001	8500000	7162	36478	11036	8465	6920	325
LR999934.1	8500001	8600000	2796	39892	13138	8898	3506	4700
LR999934.1	8600001	8700000	0	38722	12717	9809	2645	6725
LR999934.1	8700001	8800000	2324	23969	10981	6535	1081	0
LR999934.1	8800001	8900000	5096	32258	9996	5487	4480	1708
LR999934.1	8900001	9000000	10437	35926	13572	6041	5267	4476
LR999934.1	9000001	9100000	8215	31610	16449	4764	2086	1141
LR999934.1	9100001	9200000	9893	33848	11659	6867	3895	447
LR999934.1	9200001	9300000	4001	36413	15187	7900	2627	1762
LR999934.1	9300001	9400000	3893	32867	11986	7078	2412	749
LR999934.1	9400001	9500000	8758	23085	6063	5115	5507	87
LR999934.1	9500001	9600000	14792	33624	11238	6924	4816	2146
LR999934.1	9600001	9700000	8820	31202	11349	3374	3664	2243
LR999934.1	9700001	9800000	0	42397	14196	8368	3640	3318
LR999934.1	9800001	9900000	0	48302	20176	9845	4422	1487
LR999934.1	9900001	10000000	2275	44391	18892	11105	3388	132
LR999934.1	10000001	10100000	2434	29024	8673	5561	2597	603
LR999934.1	10100001	10200000	2840	32890	14717	7523	1994	452
LR999934.1	10200001	10300000	12809	21039	6093	5209	1002	405
LR999934.1	10300001	10400000	10814	30188	12170	3134	4257	1816
LR999934.1	10400001	10500000	8765	27265	8773	3643	3972	301
LR999934.1	10500001	10600000	7043	37940	11453	9835	4734	430
LR999934.1	10600001	10700000	7386	32067	9712	9278	2587	652
LR999934.1	10700001	10800000	2090	20083	6523	4761	631	12
LR999934.1	10800001	10900000	10094	30240	8235	6603	3129	1085
LR999934.1	10900001	11000000	3052	38469	10838	9557	4217	1786
LR999934.1	11000001	11100000	4079	33791	9676	7190	1388	5082
LR999934.1	11100001	11200000	818	35246	10797	9644	3272	616
LR999934.1	11200001	11300000	5908	41646	18564	9591	3223	553
LR999934.1	11300001	11400000	5798	41433	16160	9031	4620	211
LR999934.1	11400001	11500000	5359	38698	15600	6844	2548	1727
LR999934.1	11500001	11600000	6696	45538	17322	9607	3782	2723
LR999934.1	11600001	11700000	14515	37010	22638	4412	873	1443
LR999934.1	11700001	11800000	15843	39763	20631	8643	2626	736
LR999934.1	11800001	11900000	5213	52477	20249	11296	5253	6068
LR999934.1	11900001	12000000	5998	50268	20564	10204	6610	2751
LR999934.1	12000001	12100000	1739	54911	20753	14724	4595	1629
LR999934.1	12100001	12200000	16523	39828	13789	8522	3232	959
LR999934.1	12200001	12300000	9039	38551	12889	7808	4173	726
LR999934.1	12300001	12400000	7755	31305	10902	4792	3087	814
LR999934.1	12400001	12500000	6658	38458	15940	8067	3531	1627
LR999934.1	12500001	12600000	0	43784	19674	8922	5582	378
LR999934.1	12600001	12700000	1285	53814	16812	8922	3220	12329
LR999934.1	12700001	12800000	2171	41955	16283	7506	3715	3163
LR999934.1	12800001	12900000	786	47572	20537	11709	1957	488
LR999934.1	12900001	13000000	4019	46784	17587	11690	3583	1295
LR999934.1	13000001	13100000	982	49415	16976	11481	3386	890
LR999934.1	13100001	13200000	3541	45066	14321	12964	2237	1899
LR999934.1	13200001	13300000	16326	35055	13702	10093	3075	868
LR999934.1	13300001	13400000	1511	38327	15852	9935	2414	690
LR999934.1	13400001	13500000	250	28709	10688	10294	1395	1013
LR999934.1	13500001	13600000	655	25684	9692	7366	1295	593
LR999934.1	13600001	13700000	4925	42596	15736	10290	4822	826
LR999934.1	13700001	13800000	11415	38950	17795	8417	2700	1159
LR999934.1	13800001	13900000	3953	39274	12238	8224	1197	5938
LR999934.1	13900001	14000000	7671	41184	14723	7028	3616	641
LR999934.1	14000001	14100000	0	40675	17393	9094	2103	627
LR999934.1	14100001	14200000	3696	40203	15082	9285	2359	4283
LR999934.1	14200001	14300000	2060	37615	7574	8360	3469	1050
LR999934.1	14300001	14400000	3573	49733	15955	8167	4199	6938
LR999934.1	14400001	14500000	9351	37085	16170	9052	2771	362
LR999934.1	14500001	14600000	7568	42628	22083	9447	3817	744
LR999934.1	14600001	14700000	6584	39698	15942	8970	5293	1285
LR999934.1	14700001	14800000	8338	28002	11386	7463	3935	401
LR999934.1	14800001	14900000	5139	23728	7161	3360	8375	491
LR999934.1	14900001	14945938	2117	22146	9973	1432	1361	5207
LR999935.1	1	100000	8140	25835	10433	1783	4097	2811
LR999935.1	100001	200000	1290	30787	14343	4234	1368	2359
LR999935.1	200001	300000	7210	15849	5926	4124	991	293
LR999935.1	300001	400000	11813	36283	20469	2236	2846	5429
LR999935.1	400001	500000	11879	22666	8240	2075	399	938
LR999935.1	500001	600000	11314	21958	10394	2466	431	175
LR999935.1	600001	700000	9132	31479	18642	4346	1017	320
LR999935.1	700001	800000	410	38881	14515	11485	2211	277
LR999935.1	800001	900000	0	32324	18355	6876	625	600
LR999935.1	900001	1000000	0	26517	8607	8341	1213	176
LR999935.1	1000001	1100000	0	30207	15095	7402	1751	1599
LR999935.1	1100001	1200000	5904	29234	11587	7296	599	1092
LR999935.1	1200001	1300000	6242	47275	6690	5905	1728	25281
LR999935.1	1300001	1400000	9913	25139	10541	3684	4744	810
LR999935.1	1400001	1500000	10967	17819	7709	3258	861	0
LR999935.1	1500001	1600000	15534	21200	8014	4126	3520	432
LR999935.1	1600001	1700000	1307	34366	10244	7633	3756	455
LR999935.1	1700001	1800000	2592	32629	12702	7427	3468	1199
LR999935.1	1800001	1900000	1646	45204	18195	7637	2811	1782
LR999935.1	1900001	2000000	757	33627	10487	9880	1178	1052
LR999935.1	2000001	2100000	3436	28358	10380	6562	2276	402
LR999935.1	2100001	2200000	1136	30163	12686	7052	1721	129
LR999935.1	2200001	2300000	5145	24991	7872	5676	1875	290
LR999935.1	2300001	2400000	9987	33338	12404	6900	2010	1298
LR999935.1	2400001	2500000	5490	28648	3990	5293	3822	8598
LR999935.1	2500001	2600000	10037	22898	8048	5900	938	323
LR999935.1	2600001	2700000	3501	20973	6585	6344	1222	293
LR999935.1	2700001	2800000	0	17309	6957	4851	549	409
LR999935.1	2800001	2900000	0	14494	6068	4054	77	0
LR999935.1	2900001	3000000	4879	18394	8694	4185	676	531
LR999935.1	3000001	3100000	15911	19088	7110	3924	1883	494
LR999935.1	3100001	3200000	2408	40318	21910	7611	2506	1125
LR999935.1	3200001	3300000	0	43947	24911	7791	1826	839
LR999935.1	3300001	3400000	7293	30229	10095	8093	3554	370
LR999935.1	3400001	3500000	2461	45234	27256	6284	1421	614
LR999935.1	3500001	3600000	3764	38182	13987	7860	2414	6540
LR999935.1	3600001	3700000	0	43141	18677	7705	7319	520
LR999935.1	3700001	3800000	970	33033	10533	7649	3264	973
LR999935.1	3800001	3900000	1541	38251	16758	5677	2475	255
LR999935.1	3900001	4000000	7722	33587	15259	7960	3105	643
LR999935.1	4000001	4100000	4901	27053	9827	6132	2779	345
LR999935.1	4100001	4200000	6675	19797	12220	2624	774	116
LR999935.1	4200001	4300000	0	16045	4532	5129	1224	695
LR999935.1	4300001	4400000	2146	27953	10253	10915	2013	1213
LR999935.1	4400001	4500000	683	38105	21564	7337	2702	322
LR999935.1	4500001	4600000	4993	27613	9074	5714	2844	328
LR999935.1	4600001	4700000	866	40971	9647	10679	5751	1399
LR999935.1	4700001	4800000	774	31618	8892	8010	4495	1108
LR999935.1	4800001	4900000	0	36966	13252	4900	3346	1410
LR999935.1	4900001	5000000	8100	30586	14658	6373	1812	812
LR999935.1	5000001	5100000	0	27916	10662	6711	2001	632
LR999935.1	5100001	5200000	0	6194	2228	1578	276	170
LR999935.1	5200001	5300000	221	8742	4514	2545	448	0
LR999935.1	5300001	5400000	0	21784	7681	7472	2828	531
LR999935.1	5400001	5500000	0	21818	7343	7450	779	66
LR999935.1	5500001	5600000	2050	17650	4993	5713	864	333
LR999935.1	5600001	5700000	9432	22435	5843	7118	1625	294
LR999935.1	5700001	5800000	14355	22788	7194	7712	4146	677
LR999935.1	5800001	5900000	6905	22176	11300	5654	362	526
LR999935.1	5900001	6000000	4029	22046	6048	4649	2084	3928
LR999935.1	6000001	6100000	6679	14007	4213	3354	95	384
LR999935.1	6100001	6200000	6579	25230	10494	2747	973	4467
LR999935.1	6200001	6300000	3093	34259	11885	5160	2518	5013
LR999935.1	6300001	6400000	9277	23649	12295	3689	1943	172
LR999935.1	6400001	6500000	2583	25252	8870	5630	2788	151
LR999935.1	6500001	6600000	13318	20592	8316	5240	1726	934
LR999935.1	6600001	6700000	12523	21707	6402	3766	2293	1119
LR999935.1	6700001	6800000	12433	13710	3180	3617	291	418
LR999935.1	6800001	6900000	5395	19938	8037	2404	2395	331
LR999935.1	6900001	7000000	20981	15402	5787	3083	873	0
LR999935.1	7000001	7100000	19690	20215	7569	5365	527	626
LR999935.1	7100001	7200000	12967	20688	5540	3662	2084	675
LR999935.1	7200001	7300000	14793	21953	7728	2182	2042	1518
LR999935.1	7300001	7400000	19724	28469	5636	2310	2915	0
LR999935.1	7400001	7500000	8608	24904	5361	1425	113	396
LR999935.1	7500001	7600000	26501	20133	7519	3797	2713	398
LR999935.1	7600001	7700000	9596	16967	5420	2070	2513	603
LR999935.1	7700001	7800000	9832	16751	7151	2604	1961	0
LR999935.1	7800001	7900000	7680	20731	8763	2184	2417	550
LR999935.1	7900001	8000000	1594	9442	1966	1982	444	105
LR999935.1	8000001	8100000	19552	22406	7547	2316	1833	983
LR999935.1	8100001	8200000	4153	38199	15558	3742	5011	1838
LR999935.1	8200001	8300000	827	33313	11082	5469	3872	760
LR999935.1	8300001	8400000	4395	32602	12242	5731	3796	605
LR999935.1	8400001	8500000	5296	21073	7277	5067	1720	154
LR999935.1	8500001	8600000	7874	20936	8586	2208	1103	493
LR999935.1	8600001	8700000	1873	19817	6472	4855	369	537
LR999935.1	8700001	8800000	5975	24029	8283	6590	1859	186
LR999935.1	8800001	8900000	13222	20747	8100	3412	1464	1125
LR999935.1	8900001	9000000	1139	34467	12978	8163	3417	457
LR999935.1	9000001	9100000	4486	34710	14690	5737	2371	416
LR999935.1	9100001	9200000	5877	22290	4510	5982	1712	1910
LR999935.1	9200001	9300000	4846	24434	7730	4018	1093	22
LR999935.1	9300001	9400000	361	16389	4728	4319	2892	165
LR999935.1	9400001	9500000	0	25449	8462	9226	703	1022
LR999935.1	9500001	9600000	0	34357	11892	9538	1532	835
LR999935.1	9600001	9700000	13394	29449	7153	5983	2130	3429
LR999935.1	9700001	9800000	381	43816	16350	8550	2891	1968
LR999935.1	9800001	9900000	543	41916	15131	6670	2485	924
LR999935.1	9900001	10000000	12193	35069	10422	6062	4873	7814
LR999935.1	10000001	10100000	4223	23940	8400	5307	1256	805
LR999935.1	10100001	10200000	13461	17056	4944	5741	2196	123
LR999935.1	10200001	10300000	5843	31783	8105	5685	420	8328
LR999935.1	10300001	10400000	7158	37981	10389	5896	5823	5891
LR999935.1	10400001	10500000	2438	27420	9938	7953	1132	923
LR999935.1	10500001	10600000	0	34678	13489	10216	2624	743
LR999935.1	10600001	10700000	2153	38280	15728	8664	2607	934
LR999935.1	10700001	10800000	1296	31920	9505	10867	3320	76
LR999935.1	10800001	10900000	0	43954	11647	9004	2398	1636
LR999935.1	10900001	11000000	9717	22778	7673	3494	2072	531
LR999935.1	11000001	11100000	14078	16021	4824	4028	1416	1256
LR999935.1	11100001	11200000	7715	20858	5514	3876	3534	307
LR999935.1	11200001	11300000	7175	34249	11137	6083	3108	362
LR999935.1	11300001	11400000	38	43521	14409	9830	5396	2866
LR999935.1	11400001	11500000	6043	24404	10113	4994	2089	1229
LR999935.1	11500001	11600000	4787	19443	3890	4870	3323	147
LR999935.1	11600001	11700000	849	21878	6021	5720	3520	42
LR999935.1	11700001	11800000	6220	41292	17716	11409	3453	1351
LR999935.1	11800001	11900000	3208	49435	18531	10334	2799	4050
LR999935.1	11900001	12000000	0	42568	17361	9572	3610	1159
LR999935.1	12000001	12100000	0	51824	16284	6165	2077	13170
LR999935.1	12100001	12200000	3692	34789	13118	8708	2996	695
LR999935.1	12200001	12300000	10463	29975	7853	4864	1716	7898
LR999935.1	12300001	12400000	8754	24544	9092	4862	1585	659
LR999935.1	12400001	12500000	4514	18612	4745	3432	4446	529
LR999935.1	12500001	12600000	0	18122	3449	4571	552	6610
LR999935.1	12600001	12700000	5322	28048	9560	7796	1770	886
LR999935.1	12700001	12800000	16234	29451	8119	8100	5015	394
LR999935.1	12800001	12900000	3296	28839	10294	8968	4478	677
LR999935.1	12900001	13000000	2898	27348	11240	6234	1510	1398
LR999935.1	13000001	13100000	0	24284	7546	7390	342	849
LR999935.1	13100001	13200000	3882	20598	9405	4691	2162	0
LR999935.1	13200001	13300000	10259	19743	5326	2667	5016	386
LR999935.1	13300001	13400000	3503	29268	10912	7931	2483	519
